index,name,address,Website,Type,Size,Address,City,State,ZipCode,associates,Profit,True/False
137,Atlanta Christian College,"2605 Ben Hill Rd, East Point, Georgia 30344",www.acc.edu,"4-year, Private not-for-profit",456.0,2605 Ben Hill Rd, East Point,Georgia,30344,0,Not-For-Profit,False
138,Atlantic College,"Colton St. # 9, Guaynabo, Puerto Rico 00970",www.atlanticcollege-pr.com,"4-year, Private not-for-profit",1186.0,Colton St. # 9, Guaynabo,Rico,00970,0,Not-For-Profit,False
139,Atlantic Institute of Oriental Medicine,"100 E Broward Blvd, Suite 100, Fort Lauderdale, Florida 33301-3510",www.atom.edu,"4-year, Private not-for-profit",101.0,"100 E Broward Blvd, Suite 100", Fort Lauderdale,Florida,33301-3510,0,Not-For-Profit,False
140,Atlantic Union College,"338 Main St, South Lancaster, Massachusetts 01561-1000",www.auc.edu,"4-year, Private not-for-profit",691.0,338 Main St, South Lancaster,Massachusetts,01561-1000,0,Not-For-Profit,False
141,Auburn University Main Campus,"Auburn, Alabama, Auburn University, Alabama 36849",www.auburn.edu,"4-year, Public",24530.0,"Auburn, Alabama", Auburn University,Alabama,36849,0,Not-For-Profit,False
142,Auburn University-Montgomery,"7440 East Drive, Montgomery, Alabama 36117-3596",www.aum.edu,"4-year, Public",5296.0,7440 East Drive, Montgomery,Alabama,36117-3596,0,Not-For-Profit,False
143,Augsburg College,"2211 Riverside Ave, Minneapolis, Minnesota 55454",www.augsburg.edu,"4-year, Private not-for-profit",3898.0,2211 Riverside Ave, Minneapolis,Minnesota,55454,0,Not-For-Profit,False
144,Augusta Area Dietetic Internship-University Hospital,"1350 Walton Way, Augusta, Georgia 30901-2629",www.universityhealth.org,"4-year, Private not-for-profit",12.0,1350 Walton Way, Augusta,Georgia,30901-2629,0,Not-For-Profit,False
145,Augusta State University,"2500 Walton Way, Augusta, Georgia 30904-2200",www.aug.edu,"4-year, Public",6689.0,2500 Walton Way, Augusta,Georgia,30904-2200,0,Not-For-Profit,False
146,Augustana College,"2001 S Summit Ave, Sioux Falls, South Dakota 57197-0001",www.augie.edu,"4-year, Private not-for-profit",1754.0,2001 S Summit Ave, Sioux Falls,Dakota,57197-0001,0,Not-For-Profit,False
147,Augustana College,"639 38th St, Rock Island, Illinois 61201-2296",www.augustana.edu,"4-year, Private not-for-profit",2547.0,639 38th St, Rock Island,Illinois,61201-2296,0,Not-For-Profit,False
148,Aurora University,"347 S Gladstone Ave, Aurora, Illinois 60506-4892",www.aurora.edu,"4-year, Private not-for-profit",4291.0,347 S Gladstone Ave, Aurora,Illinois,60506-4892,0,Not-For-Profit,False
149,Austin College,"900 N Grand Ave, Sherman, Texas 75090-4400",www.austincollege.edu,"4-year, Private not-for-profit",1298.0,900 N Grand Ave, Sherman,Texas,75090-4400,0,Not-For-Profit,False
150,Austin Graduate School of Theology,"7640 Guadalupe St, Austin, Texas 78752",www.austingrad.edu,"4-year, Private not-for-profit",59.0,7640 Guadalupe St, Austin,Texas,78752,0,Not-For-Profit,False
151,Austin Peay State University,"601 College St, Clarksville, Tennessee 37044",www.apsu.edu,"4-year, Public",9401.0,601 College St, Clarksville,Tennessee,37044,0,Not-For-Profit,False
152,Austin Presbyterian Theological Seminary,"100 E 27th St, Austin, Texas 78705-5797",www.austinseminary.edu,"4-year, Private not-for-profit",168.0,100 E 27th St, Austin,Texas,78705-5797,0,Not-For-Profit,False
153,Ave Maria School of Law,"3475 Plymouth Rd, Ann Arbor, Michigan 48105-2550",www.avemarialaw.edu,"4-year, Private not-for-profit",302.0,3475 Plymouth Rd, Ann Arbor,Michigan,48105-2550,0,Not-For-Profit,False
154,Ave Maria University,"5050 Ave Maria Blvd, Ave Maria, Florida 34142",www.avemaria.edu,"4-year, Private not-for-profit",672.0,5050 Ave Maria Blvd, Ave Maria,Florida,34142,0,Not-For-Profit,False
155,Averett University,"420 W Main St, Danville, Virginia 24541",www.averett.edu,"4-year, Private not-for-profit",842.0,420 W Main St, Danville,Virginia,24541,0,Not-For-Profit,False
156,Averett University-Non-traditional programs,"420 W Main St, Danville, Virginia 24541",www.averett.edu/working-professionals/index.html,"4-year, Private not-for-profit",1664.0,420 W Main St, Danville,Virginia,24541,0,Not-For-Profit,False
157,Avila University,"11901 Wornall Rd, Kansas City, Missouri 64145-1698",www.Avila.edu,"4-year, Private not-for-profit",1939.0,11901 Wornall Rd, Kansas City,Missouri,64145-1698,0,Not-For-Profit,False
158,Azusa Pacific University,"901 E Alosta, Azusa, California 91702-7000",www.apu.edu,"4-year, Private not-for-profit",8548.0,901 E Alosta, Azusa,California,91702-7000,0,Not-For-Profit,False
159,Babson College,"Babson Park, Wellesley, Massachusetts 02457-0310",www.babson.edu,"4-year, Private not-for-profit",3439.0,Babson Park, Wellesley,Massachusetts,02457-0310,0,Not-For-Profit,False
160,Bacone College,"2299 Old Bacone Rd, Muskogee, Oklahoma 74403-1597",www.bacone.edu,"4-year, primarily associate's, Private not-for-profit",958.0,2299 Old Bacone Rd, Muskogee,Oklahoma,74403-1597,1,Not-For-Profit,True
164,Baker College Center for Graduate Studies,"1116 W Bristol Rd, Flint, Michigan 48507",www.baker.edu,"4-year, Private not-for-profit",6008.0,1116 W Bristol Rd, Flint,Michigan,48507,0,Not-For-Profit,False
165,Baker College Corporate Services,"1195 Centre Rd., Auburn Hills, Michigan 48326",www.corporate.baker.edu,"4-year, primarily associate's, Private not-for-profit",440.0,1195 Centre Rd., Auburn Hills,Michigan,48326,1,Not-For-Profit,True
166,Baker College of Allen Park,"4500 Enterprise Dr, Allen Park, Michigan 48101",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",2551.0,4500 Enterprise Dr, Allen Park,Michigan,48101,1,Not-For-Profit,True
167,Baker College of Auburn Hills,"1500 University Dr, Auburn Hills, Michigan 48326-2642",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",3824.0,1500 University Dr, Auburn Hills,Michigan,48326-2642,1,Not-For-Profit,True
168,Baker College of Cadillac,"9600 E 13th St, Cadillac, Michigan 49601-9600",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",1952.0,9600 E 13th St, Cadillac,Michigan,49601-9600,1,Not-For-Profit,True
169,Baker College of Clinton Township,"34950 Little Mack Ave, Clinton Township, Michigan 48035",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",5637.0,34950 Little Mack Ave, Clinton Township,Michigan,48035,1,Not-For-Profit,True
170,Baker College of Flint,"1050 West Bristol Road, Flint, Michigan 48507-9987",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",5820.0,1050 West Bristol Road, Flint,Michigan,48507-9987,1,Not-For-Profit,True
171,Baker College of Jackson,"2800 Springport Rd, Jackson, Michigan 49202-1290",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",1830.0,2800 Springport Rd, Jackson,Michigan,49202-1290,1,Not-For-Profit,True
172,Baker College of Muskegon,"1903 Marquette Ave, Muskegon, Michigan 49442",www.Baker.edu,"4-year, primarily associate's, Private not-for-profit",5232.0,1903 Marquette Ave, Muskegon,Michigan,49442,1,Not-For-Profit,True
173,Baker College of Owosso,"1020 S Washington St, Owosso, Michigan 48867",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",2926.0,1020 S Washington St, Owosso,Michigan,48867,1,Not-For-Profit,True
174,Baker College of Port Huron,"3403 Lapeer Road, Port Huron, Michigan 48060",www.baker.edu/,"4-year, primarily associate's, Private not-for-profit",1716.0,3403 Lapeer Road, Port Huron,Michigan,48060,1,Not-For-Profit,True
175,Baker University,"618 Eighth Street, Baldwin City, Kansas 66006-0065",www.bakeru.edu,"4-year, Private not-for-profit",4112.0,618 Eighth Street, Baldwin City,Kansas,66006-0065,0,Not-For-Profit,False
178,Baldwin-Wallace College,"275 Eastland Rd, Berea, Ohio 44017-2088",www.bw.edu,"4-year, Private not-for-profit",4374.0,275 Eastland Rd, Berea,Ohio,44017-2088,0,Not-For-Profit,False
179,Ball State University,"2000 University Ave, Muncie, Indiana 47306",www.bsu.edu,"4-year, Public",20243.0,2000 University Ave, Muncie,Indiana,47306,0,Not-For-Profit,False
180,Baltimore Hebrew University Inc,"5800 Park Heights Avenue, Baltimore, Maryland 21215-3932",www.bhu.edu,"4-year, Private not-for-profit",104.0,5800 Park Heights Avenue, Baltimore,Maryland,21215-3932,0,Not-For-Profit,False
181,Baltimore International College,"17 Commerce Street, Commerce Exchange, Baltimore, Maryland 21202-3230",www.bic.edu,"4-year, primarily associate's, Private not-for-profit",499.0,"17 Commerce Street, Commerce Exchange", Baltimore,Maryland,21202-3230,1,Not-For-Profit,True
182,Bangor Theological Seminary,"Two College Circle, Bangor, Maine 04402-0411",www.BTS.edu,"4-year, Private not-for-profit",132.0,Two College Circle, Bangor,Maine,04402-0411,0,Not-For-Profit,False
183,Bank Street College of Education,"610 W 112 St, New York, New York 10025",www.bankstreet.edu,"4-year, Private not-for-profit",1126.0,610 W 112 St, New York,York,10025,0,Not-For-Profit,False
184,Baptist Bible College and Graduate School,"628 E Kearney, Springfield, Missouri 65803-3498",www.gobbc.edu,"4-year, Private not-for-profit",571.0,628 E Kearney, Springfield,Missouri,65803-3498,0,Not-For-Profit,False
185,Baptist Bible College and Seminary,"538 Venard Rd, Clarks Summit, Pennsylvania 18411",www.bbc.edu,"4-year, Private not-for-profit",910.0,538 Venard Rd, Clarks Summit,Pennsylvania,18411,0,Not-For-Profit,False
186,Baptist Memorial College of Health Sciences,"1003 Monroe Ave, Memphis, Tennessee 38104",www.bchs.edu,"4-year, Private not-for-profit",929.0,1003 Monroe Ave, Memphis,Tennessee,38104,0,Not-For-Profit,False
187,Baptist Missionary Association Theological Seminary,"1530 E Pine St, Jacksonville, Texas 75766-5407",www.bmats.edu,"4-year, Private not-for-profit",140.0,1530 E Pine St, Jacksonville,Texas,75766-5407,0,Not-For-Profit,False
188,Baptist Theological Seminary at Richmond,"3400 Brook Road, Richmond, Virginia 23227-4536",www.btsr.edu,"4-year, Private not-for-profit",120.0,3400 Brook Road, Richmond,Virginia,23227-4536,0,Not-For-Profit,False
189,Baptist University of the Americas,"8019 Pan Am Expwy, San Antonio, Texas 78224-1336",www.bua.edu,"4-year, Private not-for-profit",175.0,8019 Pan Am Expwy, San Antonio,Texas,78224-1336,0,Not-For-Profit,False
190,Barclay College,"607 N Kingman, Haviland, Kansas 67059-0288",www.barclaycollege.edu,"4-year, Private not-for-profit",137.0,607 N Kingman, Haviland,Kansas,67059-0288,0,Not-For-Profit,False
191,Bard College,"Annandale-On-Hudson, New York 12504-5000",www.bard.edu,"4-year, Private not-for-profit",2158.0,Annandale-On-Hudson, New,York,12504-5000,0,Not-For-Profit,False
192,Bard College at Simon's Rock,"84 Alford Rd, Great Barrington, Massachusetts 01230-9702",www.simons-rock.edu,"4-year, primarily associate's, Private not-for-profit",436.0,84 Alford Rd, Great Barrington,Massachusetts,01230-9702,1,Not-For-Profit,True
193,Barnard College,"3009 Broadway, New York, New York 10027-6598",www.barnard.edu,"4-year, Private not-for-profit",2359.0,3009 Broadway, New York,York,10027-6598,0,Not-For-Profit,False
194,Barnes-Jewish College Goldfarb School of Nursing,"4483 Duncan Avenue, Saint Louis, Missouri 63110",www.barnesjewishcollege.edu,"4-year, Private not-for-profit",673.0,4483 Duncan Avenue, Saint Louis,Missouri,63110,0,Not-For-Profit,False
195,Barry University,"11300 NE 2nd Ave, Miami, Florida 33161-6695",www.barry.edu,"4-year, Private not-for-profit",8581.0,11300 NE 2nd Ave, Miami,Florida,33161-6695,0,Not-For-Profit,False
196,Barton College,"200 ACC Drive NE, Wilson, North Carolina 27893-7000",WWW.BARTON.EDU,"4-year, Private not-for-profit",1155.0,200 ACC Drive NE, Wilson,Carolina,27893-7000,0,Not-For-Profit,False
197,Bastyr University,"14500 Juanita Drive NE, Kenmore, Washington 98028",www.bastyr.edu,"4-year, Private not-for-profit",988.0,14500 Juanita Drive NE, Kenmore,Washington,98028,0,Not-For-Profit,False
198,Bates College,"2 Andrews Road, Lewiston, Maine 04240",www.bates.edu/,"4-year, Private not-for-profit",1776.0,2 Andrews Road, Lewiston,Maine,04240,0,Not-For-Profit,False
199,Bauder College,"384 Northyards Blvd., Suite 190, Atlanta, Georgia 30313",www.bauder.edu,"4-year, primarily associate's, Private for-profit",1472.0,"384 Northyards Blvd., Suite 190", Atlanta,Georgia,30313,1,For-Profit,True
200,Bay Path College,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",www.baypath.edu,"4-year, Private not-for-profit",1784.0,588 Longmeadow Street, Longmeadow,Massachusetts,01106,0,Not-For-Profit,False
201,Bay State College,"122 Commonwealth Avenue, Boston, Massachusetts 02116",www.baystate.edu,"4-year, primarily associate's, Private for-profit",753.0,122 Commonwealth Avenue, Boston,Massachusetts,02116,1,For-Profit,True
202,Bayamon Central University,"Avenida Zaya Verde La Milagrosa Barrio Hato Tejas, Bayamon, Puerto Rico 00959",www.ucb.edu.pr,"4-year, Private not-for-profit",2382.0,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas, Bayamon,Rico,00959,0,Not-For-Profit,False
203,Baylor College of Medicine,"One Baylor Plaza BCM 365, Houston, Texas 77030-3498",www.bcm.edu,"4-year, Private not-for-profit",1385.0,One Baylor Plaza BCM 365, Houston,Texas,77030-3498,0,Not-For-Profit,False
204,Baylor University,"500 Speight Ave., Waco, Texas 76798",www.baylor.edu,"4-year, Private not-for-profit",14541.0,500 Speight Ave., Waco,Texas,76798,0,Not-For-Profit,False
205,Beacon College,"105 E Main St, Leesburg, Florida 34748",www.beaconcollege.edu,"4-year, Private not-for-profit",122.0,105 E Main St, Leesburg,Florida,34748,0,Not-For-Profit,False
206,Beacon University,"6003 Veterans Parkway, Columbus, Georgia 31909-4663",beacon.edu,"4-year, Private not-for-profit",133.0,6003 Veterans Parkway, Columbus,Georgia,31909-4663,0,Not-For-Profit,False
207,Becker College,"61 Sever St, Worcester, Massachusetts 01609-2165",www.becker.edu,"4-year, Private not-for-profit",1752.0,61 Sever St, Worcester,Massachusetts,01609-2165,0,Not-For-Profit,False
208,Beckfield College,"16 Spiral Drive, Florence, Kentucky 41042",www.beckfield.edu,"4-year, primarily associate's, Private for-profit",671.0,16 Spiral Drive, Florence,Kentucky,41042,1,For-Profit,True
210,Belhaven College,"1500 Peachtree St, Jackson, Mississippi 39202",www.belhaven.edu,"4-year, Private not-for-profit",2619.0,1500 Peachtree St, Jackson,Mississippi,39202,0,Not-For-Profit,False
211,Bellarmine University,"2001 Newburg Rd, Louisville, Kentucky 40205-0671",www.bellarmine.edu,"4-year, Private not-for-profit",3040.0,2001 Newburg Rd, Louisville,Kentucky,40205-0671,0,Not-For-Profit,False
212,Bellevue College,"3000 Landerholm Cir SE, Bellevue, Washington 98007-6484",bellevuecollege.edu/,"4-year, primarily associate's, Public",13035.0,3000 Landerholm Cir SE, Bellevue,Washington,98007-6484,1,Not-For-Profit,True
213,Bellevue University,"1000 Galvin Rd S, Bellevue, Nebraska 68005-3098",BELLEVUE.EDU,"4-year, Private not-for-profit",8278.0,1000 Galvin Rd S, Bellevue,Nebraska,68005-3098,0,Not-For-Profit,False
214,Bellin College of Nursing,"725 S Webster Ave, Green Bay, Wisconsin 54305-3400",www.bcon.edu,"4-year, Private not-for-profit",294.0,725 S Webster Ave, Green Bay,Wisconsin,54305-3400,0,Not-For-Profit,False
215,Belmont Abbey College,"100 Belmont-Mt Holly Road, Belmont, North Carolina 28012-1802",www.belmontabbeycollege.edu,"4-year, Private not-for-profit",1497.0,100 Belmont-Mt Holly Road, Belmont,Carolina,28012-1802,0,Not-For-Profit,False
216,Belmont University,"1900 Belmont Blvd, Nashville, Tennessee 37212-3757",www.belmont.edu,"4-year, Private not-for-profit",4991.0,1900 Belmont Blvd, Nashville,Tennessee,37212-3757,0,Not-For-Profit,False
217,Beloit College,"700 College St, Beloit, Wisconsin 53511-5595",www.beloit.edu,"4-year, Private not-for-profit",1388.0,700 College St, Beloit,Wisconsin,53511-5595,0,Not-For-Profit,False
218,Bemidji State University,"1500 Birchmont Dr, Bemidji, Minnesota 56601",www.bemidjistate.edu,"4-year, Public",4816.0,1500 Birchmont Dr, Bemidji,Minnesota,56601,0,Not-For-Profit,False
219,Benedict College,"1600 Harden Street, Columbia, South Carolina 29204-1086",www.benedict.edu,"4-year, Private not-for-profit",2883.0,1600 Harden Street, Columbia,Carolina,29204-1086,0,Not-For-Profit,False
220,Benedictine College,"1020 N 2nd St, Atchison, Kansas 66002-1499",www.benedictine.edu,"4-year, Private not-for-profit",2012.0,1020 N 2nd St, Atchison,Kansas,66002-1499,0,Not-For-Profit,False
221,Benedictine University,"5700 College Rd, Lisle, Illinois 60532-0900",www.ben.edu,"4-year, Private not-for-profit",5850.0,5700 College Rd, Lisle,Illinois,60532-0900,0,Not-For-Profit,False
222,Benjamin Franklin Institute of Technology,"41 Berkeley St, Boston, Massachusetts 02116",www.bfit.edu/,"4-year, primarily associate's, Private not-for-profit",536.0,41 Berkeley St, Boston,Massachusetts,02116,1,Not-For-Profit,True
223,Bennett College for Women,"900 E Washington St, Greensboro, North Carolina 27401-3239",www.bennett.edu,"4-year, Private not-for-profit",689.0,900 E Washington St, Greensboro,Carolina,27401-3239,0,Not-For-Profit,False
224,Bennington College,"One College Drive, Bennington, Vermont 05201-6003",www.bennington.edu,"4-year, Private not-for-profit",759.0,One College Drive, Bennington,Vermont,05201-6003,0,Not-For-Profit,False
225,Bentley University,"175 Forest St, Waltham, Massachusetts 02452-4705",www.bentley.edu,"4-year, Private not-for-profit",5693.0,175 Forest St, Waltham,Massachusetts,02452-4705,0,Not-For-Profit,False
226,Berea College,"101 Chestnut Street, Berea, Kentucky 40404-2182",www.berea.edu,"4-year, Private not-for-profit",1549.0,101 Chestnut Street, Berea,Kentucky,40404-2182,0,Not-For-Profit,False
